year,month,day,dep_time,dep_delay,arr_time,arr_delay,cancelled,carrier,tailnum,flight,origin,dest,air_time,distance,hour,min
2014,4,5,1158,-2,1314,-1,0,MQ,N841MQ,3386,JFK,DCA,43,213,11,58
2014,4,5,747,-13,929,-16,0,MQ,N526MQ,3407,LGA,CMH,82,479,7,47
2014,4,5,919,-11,1106,-34,0,MQ,N804MQ,3478,LGA,DTW,83,502,9,19
2014,4,5,725,-5,1049,-11,0,VX,N626VA,11,JFK,SFO,358,2586,7,25
2014,4,5,901,-4,1210,-10,0,VX,N835VA,161,EWR,LAX,342,2454,9,1
2014,4,5,1254,-6,1600,-10,0,VX,N637VA,165,EWR,LAX,336,2454,12,54
2014,4,5,1722,-7,2018,-42,0,VX,N621VA,169,EWR,LAX,331,2454,17,22
2014,4,5,746,16,1054,-6,0,VX,N854VA,183,EWR,SFO,345,2565,7,46
2014,4,5,1019,-11,1333,-27,0,VX,N636VA,187,EWR,SFO,354,2565,10,19
2014,4,5,930,-5,1242,17,0,VX,N839VA,251,JFK,LAS,320,2248,9,30
2014,4,5,1659,24,2045,25,0,VX,N633VA,27,JFK,SFO,355,2586,16,59
2014,4,5,656,-4,1011,-4,0,VX,N622VA,399,JFK,LAX,352,2475,6,56
2014,4,5,900,0,1227,7,0,VX,N631VA,407,JFK,LAX,340,2475,9,0
2014,4,5,1258,-2,1610,-5,0,VX,N630VA,411,JFK,LAX,343,2475,12,58
2014,4,5,1652,-3,2006,-9,0,VX,N837VA,413,JFK,LAX,338,2475,16,52
2014,4,5,1040,-5,1340,-5,0,VX,N849VA,55,JFK,PSP,337,2378,10,40
2014,4,5,1300,-5,1611,-9,0,WN,N291WN,4003,EWR,AUS,233,1504,13,0
2014,4,5,703,-2,834,-1,0,WN,N291WN,4999,EWR,BNA,116,748,7,3
2014,4,5,1159,-1,1408,-12,0,WN,N265WN,794,EWR,DEN,232,1605,11,59
2014,4,5,610,-5,917,-3,0,WN,N961WN,2935,EWR,HOU,224,1411,6,10
2014,4,5,1536,1,1838,8,0,WN,N284WN,3930,EWR,HOU,218,1411,15,36
2014,4,5,618,-2,728,-12,0,WN,N446WN,750,EWR,MDW,109,711,6,18
2014,4,5,1546,6,1656,1,0,WN,N710SW,2714,EWR,MDW,113,711,15,46
2014,4,5,1835,10,1951,-4,0,WN,N454WN,3536,EWR,MDW,108,711,18,35
2014,4,5,927,2,1043,-2,0,WN,N733SA,4243,EWR,MDW,108,711,9,27
2014,4,5,724,-6,944,-11,0,WN,N700GS,3126,EWR,MSY,179,1167,7,24
2014,4,5,1359,24,1618,23,0,WN,N247WN,707,EWR,PHX,302,2133,13,59
2014,4,5,653,-7,834,-1,0,WN,N714CB,1798,EWR,STL,131,872,6,53
2014,4,5,606,-4,815,-25,0,WN,N953WN,3985,LGA,ATL,113,762,6,6
2014,4,5,1643,173,1755,150,0,WN,N763SW,322,LGA,BNA,117,764,16,43
2014,4,5,622,-3,738,-17,0,WN,N463WN,3254,LGA,BNA,119,764,6,22
2014,4,5,1511,-4,1738,-2,0,WN,N8619F,3594,LGA,DEN,236,1620,15,11
2014,4,5,1016,-4,1235,-5,0,WN,N746SW,4430,LGA,DEN,232,1620,10,16
2014,4,5,657,-3,954,-11,0,WN,N727SW,837,LGA,HOU,226,1428,6,57
2014,4,5,1304,-1,1601,-9,0,WN,N723SW,4237,LGA,HOU,221,1428,13,4
2014,4,5,700,-5,808,-17,0,WN,N8325D,871,LGA,MDW,111,725,7,0
2014,4,5,1746,86,1902,77,0,WN,N211WN,933,LGA,MDW,117,725,17,46
2014,4,5,1941,101,2051,81,0,WN,N415WN,2740,LGA,MDW,113,725,19,41
2014,4,5,1139,4,1308,8,0,WN,N708SW,3190,LGA,MDW,114,725,11,39
2014,4,5,2213,158,2316,131,0,WN,N737JW,3464,LGA,MDW,110,725,22,13
2014,4,5,1334,4,1438,-12,0,WN,N903WN,216,LGA,MKE,110,738,13,34
2014,4,5,715,-5,826,-19,0,WN,N732SW,3380,LGA,MKE,112,738,7,15
2014,4,5,1511,16,1703,13,0,WN,N382SW,3098,LGA,STL,147,888,15,11
2014,4,5,854,-6,1220,5,0,AA,N794AA,1,JFK,LAX,338,2475,8,54
2014,4,5,1229,-1,1536,1,0,AA,N793AA,3,JFK,LAX,338,2475,12,29
2014,4,5,757,62,1107,57,0,AA,N790AA,9,JFK,LAX,342,2475,7,57
2014,4,5,1046,16,1346,11,0,AA,N786AA,19,JFK,LAX,335,2475,10,46
2014,4,5,722,-8,1002,-28,0,AA,N3DJAA,29,LGA,PBI,142,1035,7,22
2014,4,5,757,-3,1120,5,0,AA,N791AA,33,JFK,LAX,343,2475,7,57
2014,4,5,1647,47,2009,44,0,AA,N784AA,133,JFK,LAX,340,2475,16,47
2014,4,5,1509,14,1816,-9,0,AA,N5EUAA,145,JFK,MIA,149,1089,15,9
2014,4,5,1629,-1,2016,-9,0,AA,N623AA,95,JFK,SJU,188,1598,16,29
2014,4,5,1344,-1,1707,17,0,AA,N339AA,117,JFK,LAX,332,2475,13,44
2014,4,5,1711,1,1900,5,0,AA,N3DMAA,199,JFK,ORD,124,740,17,11
2014,4,5,1721,21,2013,23,0,AA,N3EYAA,45,JFK,LAS,312,2248,17,21
2014,4,5,758,-2,1118,-17,0,AA,N792AA,59,JFK,SFO,353,2586,7,58
2014,4,5,1536,-4,1859,19,0,AA,N3BKAA,65,JFK,DFW,219,1391,15,36
2014,4,5,1718,13,2040,30,0,AA,N3DSAA,67,JFK,SAN,327,2446,17,18
2014,4,5,801,1,910,0,0,AA,N3EYAA,84,JFK,BOS,34,187,8,1
2014,4,5,1626,56,1939,39,0,AA,N356AA,85,JFK,SFO,338,2586,16,26
2014,4,5,601,1,917,2,0,AA,N788AA,171,JFK,LAX,344,2475,6,1
2014,4,5,1656,-4,2036,26,0,AA,N3KRAA,291,JFK,AUS,232,1521,16,56
2014,4,5,1255,-5,1553,8,0,AA,N491AA,300,EWR,DFW,212,1372,12,55
2014,4,5,552,-8,704,-31,0,AA,N3DTAA,301,LGA,ORD,113,733,5,52
2014,4,5,621,-9,738,-22,0,AA,N3AMAA,303,LGA,ORD,112,733,6,21
2014,4,5,703,3,822,-13,0,AA,N3FSAA,305,LGA,ORD,113,733,7,3
2014,4,5,735,-5,849,-26,0,AA,N3FFAA,307,LGA,ORD,110,733,7,35
2014,4,5,829,-1,942,-28,0,AA,N3BHAA,313,LGA,ORD,110,733,8,29
2014,4,5,1500,0,1814,24,0,AA,N454AA,320,EWR,DFW,218,1372,15,0
2014,4,5,1447,-3,1616,-14,0,AA,N3BHAA,341,LGA,ORD,116,733,14,47
2014,4,5,1219,-6,1354,-6,0,AA,N3DTAA,347,LGA,ORD,111,733,12,19
2014,4,5,1651,-9,1809,-41,0,AA,N3GEAA,349,LGA,ORD,114,733,16,51
2014,4,5,1901,11,2014,-16,0,AA,N3EJAA,359,LGA,ORD,114,733,19,1
2014,4,5,1938,3,2056,-14,0,AA,N3DTAA,363,LGA,ORD,112,733,19,38
2014,4,5,1752,-3,2138,28,0,AA,N3HAAA,235,JFK,SEA,336,2422,17,52
2014,4,5,1700,0,1822,2,0,AA,N3JJAA,256,JFK,BOS,41,187,17,0
2014,4,5,1117,-3,1230,-30,0,AA,N3LHAA,327,LGA,ORD,113,733,11,17
2014,4,5,755,-5,1205,5,0,AA,N5FGAA,936,JFK,STT,204,1623,7,55
2014,4,5,1346,-9,1643,-22,0,AA,N3CBAA,1073,LGA,MIA,150,1096,13,46
2014,4,5,1249,-6,1345,-15,0,AA,N3EYAA,178,JFK,BOS,34,187,12,49
2014,4,5,1010,0,1350,5,0,AA,N787AA,179,JFK,SFO,356,2586,10,10
2014,4,5,1722,22,2108,43,0,AA,N783AA,181,JFK,LAX,342,2475,17,22
2014,4,5,1138,-7,1453,-2,0,AA,N3FMAA,388,LGA,MIA,150,1096,11,38
2014,4,5,1018,-7,1333,8,0,AA,N3FJAA,1131,LGA,DFW,218,1389,10,18
2014,4,5,915,-5,1241,6,0,AA,N5DVAA,1085,JFK,MIA,145,1089,9,15
2014,4,5,1653,-7,1937,-28,0,AA,N3BRAA,1171,LGA,DFW,208,1389,16,53
2014,4,5,618,18,905,5,0,AA,N3FXAA,1175,LGA,MIA,150,1096,6,18
2014,4,5,1158,-7,1503,-2,0,AA,N3KBAA,1143,LGA,DFW,204,1389,11,58
2014,4,5,1340,-10,1657,7,0,AA,N3CVAA,1151,LGA,DFW,225,1389,13,40
2014,4,5,1447,-8,1752,-13,0,AA,N3DJAA,1155,LGA,DFW,228,1389,14,47
2014,4,5,605,0,858,-2,0,AA,N5CFAA,1205,EWR,MIA,147,1085,6,5
2014,4,5,950,-5,1241,1,0,AA,N4WNAA,1223,EWR,DFW,211,1372,9,50
2014,4,5,651,-4,927,-8,0,AA,N3GTAA,1263,JFK,LAS,311,2248,6,51
2014,4,5,724,-6,1028,-12,0,AA,N5DUAA,1345,JFK,MIA,148,1089,7,24
2014,4,5,808,8,1201,6,0,AA,N5FPAA,1357,JFK,SJU,196,1598,8,8
2014,4,5,551,-9,849,-6,0,AA,N3HHAA,1103,LGA,DFW,204,1389,5,51
2014,4,5,645,0,946,11,0,AA,N3CDAA,1107,LGA,DFW,222,1389,6,45
2014,4,5,739,-6,1038,3,0,AA,N3BRAA,1111,LGA,DFW,217,1389,7,39
2014,4,5,855,-5,1152,-8,0,AA,N3GFAA,1121,LGA,DFW,206,1389,8,55
2014,4,5,1926,117,2208,83,0,AA,N5CKAA,1383,EWR,MIA,141,1085,19,26
2014,4,5,1246,-9,1527,-38,0,AA,N3HXAA,1256,LGA,MIA,144,1096,12,46
2014,4,5,1502,-8,1751,-34,0,AA,N3HHAA,1327,LGA,PBI,142,1035,15,2
2014,4,5,1811,-9,2101,-34,0,AA,N3CEAA,1611,LGA,MIA,149,1096,18,11
2014,4,5,1113,-2,1402,-13,0,AA,N3DFAA,1623,EWR,MIA,149,1085,11,13
2014,4,5,1042,-8,1347,-13,0,AA,N3HRAA,1599,LGA,MIA,148,1096,10,42
2014,4,5,1220,-5,1523,-7,0,AA,N5BTAA,1697,JFK,MIA,151,1089,12,20
2014,4,5,744,34,1035,15,0,AA,N3CJAA,2279,LGA,MIA,144,1096,7,44
2014,4,5,1509,14,1808,18,0,AA,N5EXAA,2285,JFK,MCO,130,944,15,9
2014,4,5,1457,-3,1756,-24,0,AA,N3CJAA,2297,LGA,MIA,151,1096,14,57
2014,4,5,952,-7,1315,6,0,AA,N3CEAA,2335,LGA,MIA,147,1096,9,52
2014,4,5,1811,12,2131,12,0,AA,N367AA,2351,JFK,MIA,144,1089,18,11
2014,4,5,1651,-8,1948,-6,0,AA,N466AA,2488,EWR,DFW,207,1372,16,51
2014,4,5,728,3,1026,6,0,AA,N378AA,2493,JFK,MCO,133,944,7,28
2014,4,5,1931,-9,2220,-25,0,AA,N3FJAA,2437,LGA,MIA,149,1096,19,31
2014,4,5,2020,20,2123,3,0,AA,N3CAAA,2314,JFK,BOS,38,187,20,20
2014,4,5,537,-8,833,-12,0,AA,N5EAAA,2243,JFK,MIA,148,1089,5,37
2014,4,5,842,17,1216,36,0,AA,N3GHAA,2267,LGA,MIA,152,1096,8,42
2014,4,5,1831,-4,2127,-27,0,AS,N317AS,7,EWR,SEA,329,2402,18,31
2014,4,5,718,-2,1010,-10,0,AS,N459AS,17,EWR,SEA,328,2402,7,18
2014,4,5,654,54,947,67,0,B6,N637JB,583,JFK,MCO,134,944,6,54
2014,4,5,1520,114,1826,107,0,B6,N712JB,213,JFK,LGB,339,2465,15,20
2014,4,5,901,-4,1230,22,0,B6,N178JB,795,JFK,AUS,243,1521,9,1
2014,4,5,819,-6,1146,30,0,B6,N266JB,281,JFK,HOU,235,1428,8,19
2014,4,5,1705,-5,1841,6,0,B6,N266JB,1734,JFK,BTV,49,266,17,5
2014,4,5,2239,-8,2338,-19,0,B6,N266JB,1816,JFK,SYR,43,209,22,39
2014,4,5,1428,-1,1621,33,0,B6,N324JB,286,JFK,ROC,58,264,14,28
2014,4,5,1836,-9,2020,-3,0,B6,N324JB,2202,JFK,BUF,61,301,18,36
2014,4,5,2242,-15,2359,-21,0,B6,N324JB,2002,JFK,BUF,57,301,22,42
2014,4,5,610,-2,904,-9,0,B6,N328JB,929,JFK,RSW,160,1074,6,10
2014,4,5,2241,12,2358,14,0,B6,N328JB,486,JFK,ROC,56,264,22,41
2014,4,5,2247,-8,2339,-24,0,B6,N329JB,718,JFK,BOS,36,187,22,47
2014,4,5,727,-3,959,9,0,B6,N334JB,675,JFK,MSY,183,1182,7,27
2014,4,5,1455,-3,1741,13,0,B6,N334JB,575,JFK,MSY,197,1182,14,55
2014,4,5,605,-6,709,-10,0,B6,N231JB,2180,EWR,BOS,34,200,6,5
2014,4,5,829,-7,921,-26,0,B6,N306JB,2280,EWR,BOS,35,200,8,29
2014,4,5,2248,-1,2358,-7,0,B6,N306JB,108,JFK,PWM,49,273,22,48
2014,4,5,1033,-1,1130,-11,0,B6,N309JB,518,JFK,BOS,34,187,10,33
2014,4,5,2130,-15,16,-20,0,B6,N273JB,705,EWR,FLL,144,1065,21,30
2014,4,5,928,-2,1101,17,0,B6,N346JB,1634,JFK,BTV,42,266,9,28
2014,4,5,1422,-7,1711,-9,0,B6,N346JB,325,JFK,TPA,147,1005,14,22
2014,4,5,2144,4,2305,-6,0,B6,N346JB,702,JFK,BUF,62,301,21,44
2014,4,5,1348,-2,1435,-28,0,B6,N348JB,118,JFK,BOS,32,187,13,48
2014,4,5,743,-7,901,-7,0,B6,N351JB,2702,JFK,BUF,61,301,7,43
2014,4,5,1157,-8,1314,-5,0,B6,N351JB,1307,JFK,IAD,54,228,11,57
2014,4,5,1609,10,1736,-9,0,B6,N351JB,2302,JFK,BUF,65,301,16,9
2014,4,5,2015,0,2121,-17,0,B6,N351JB,418,JFK,BOS,41,187,20,15
2014,4,5,638,-2,738,-6,0,B6,N354JB,318,JFK,BOS,31,187,6,38
2014,4,5,825,-5,1042,12,0,B6,N358JB,219,JFK,CLT,100,541,8,25
2014,4,5,1342,-3,1441,-24,0,B6,N358JB,308,JFK,PWM,47,273,13,42
2014,4,5,1729,-7,1933,9,0,B6,N358JB,1185,JFK,RDU,72,427,17,29
2014,4,5,808,8,1044,46,0,B6,N559JB,1273,JFK,CHS,101,636,8,8
2014,4,5,956,-3,1253,14,0,B6,N509JB,411,JFK,LAS,316,2248,9,56
2014,4,5,821,-1,1225,11,0,B6,N510JB,403,JFK,SJU,208,1598,8,21
2014,4,5,1758,-2,2127,14,0,B6,N510JB,201,JFK,FLL,152,1069,17,58
2014,4,5,1507,72,1809,84,0,B6,N516JB,1783,JFK,MCO,133,944,15,7
2014,4,5,907,-9,1227,5,0,B6,N523JB,229,JFK,RSW,153,1074,9,7
2014,4,5,1641,-6,1958,-6,0,B6,N523JB,1601,JFK,FLL,151,1069,16,41
2014,4,5,2056,-3,10,-17,0,B6,N569JB,523,JFK,LAX,339,2475,20,56
2014,4,5,712,-3,945,17,0,B6,N570JB,841,JFK,SAV,105,718,7,12
2014,4,5,1302,-8,1511,-8,0,B6,N570JB,1041,JFK,SAV,107,718,13,2
2014,4,5,1925,-5,2224,-12,0,B6,N570JB,153,JFK,PBI,141,1028,19,25
2014,4,5,938,-9,1250,-1,0,B6,N580JB,5,EWR,FLL,145,1065,9,38
2014,4,5,1610,11,1903,-3,0,B6,N583JB,753,JFK,PBI,141,1028,16,10
2014,4,5,2353,-6,316,-27,0,B6,N583JB,1503,JFK,SJU,179,1598,23,53
2014,4,5,1226,-10,1319,-24,0,B6,N373JB,2380,EWR,BOS,36,200,12,26
2014,4,5,911,-3,1047,21,0,B6,N375JB,208,JFK,PWM,47,273,9,11
2014,4,5,1259,0,1536,-11,0,B6,N375JB,383,JFK,MCO,137,944,12,59
2014,4,5,2054,-1,2331,12,0,B6,N375JB,775,JFK,MSY,184,1182,20,54
2014,4,5,2050,-7,29,-26,0,B6,N504JB,1103,JFK,SJU,186,1598,20,50
2014,4,5,555,-5,839,-15,0,B6,N505JB,371,LGA,FLL,147,1076,5,55
2014,4,5,1315,-8,1559,-26,0,B6,N505JB,1639,LGA,RSW,148,1080,13,15
2014,4,5,1723,-8,2103,13,0,B6,N506JB,359,JFK,BUR,341,2465,17,23
2014,4,5,608,-4,902,-6,0,B6,N507JB,601,JFK,FLL,147,1069,6,8
2014,4,5,1343,5,1624,-11,0,B6,N507JB,505,EWR,FLL,142,1065,13,43
2014,4,5,1410,-5,1645,-22,0,B6,N589JB,561,LGA,PBI,142,1035,14,10
2014,4,5,2112,-18,2354,-23,0,B6,N589JB,1371,LGA,FLL,143,1076,21,12
2014,4,5,1024,-6,1316,0,0,B6,N590JB,925,JFK,TPA,146,1005,10,24
2014,4,5,805,36,1104,44,0,B6,N591JB,461,LGA,PBI,140,1035,8,5
2014,4,5,1620,-10,1852,-18,0,B6,N591JB,327,EWR,MCO,127,937,16,20
2014,4,5,948,3,1245,13,0,B6,N592JB,483,JFK,MCO,133,944,9,48
2014,4,5,625,-5,910,-6,0,B6,N537JB,525,JFK,TPA,144,1005,6,25
2014,4,5,542,-3,928,8,0,B6,N603JB,939,JFK,BQN,194,1576,5,42
2014,4,5,820,-5,941,6,0,B6,N605JB,618,JFK,BOS,33,187,8,20
2014,4,5,1751,-8,2018,-31,0,B6,N605JB,299,LGA,MCO,128,950,17,51
2014,4,5,1332,-3,1640,8,0,B6,N606JB,431,LGA,SRQ,161,1047,13,32
2014,4,5,2047,-13,2314,-24,0,B6,N606JB,499,LGA,MCO,132,950,20,47
2014,4,5,725,-10,1035,-6,0,B6,N607JB,1511,EWR,RSW,157,1068,7,25
2014,4,5,1502,-5,1737,-21,0,B6,N607JB,573,EWR,TPA,140,997,15,2
2014,4,5,923,-7,1227,3,0,B6,N612JB,199,LGA,MCO,133,950,9,23
2014,4,5,854,-6,1200,-3,0,B6,N615JB,1701,JFK,FLL,154,1069,8,54
2014,4,5,1626,-3,1911,-19,0,B6,N615JB,1161,LGA,PBI,142,1035,16,26
2014,4,5,1728,28,2039,40,0,B6,N562JB,283,JFK,MCO,134,944,17,28
2014,4,5,1422,-7,1721,-11,0,B6,N563JB,301,JFK,FLL,147,1069,14,22
2014,4,5,1052,-7,1400,-13,0,B6,N564JB,971,LGA,FLL,151,1076,10,52
2014,4,5,1908,-2,2237,-4,0,B6,N564JB,71,JFK,SLC,285,1990,19,8
2014,4,5,734,-5,1030,-4,0,B6,N565JB,163,JFK,SRQ,152,1041,7,34
2014,4,5,1456,6,1729,1,0,B6,N565JB,477,JFK,JAX,121,828,14,56
2014,4,5,2125,-4,2,-14,0,B6,N565JB,1183,JFK,MCO,129,944,21,25
2014,4,5,629,-1,907,3,0,B6,N568JB,1099,LGA,MCO,134,950,6,29
2014,4,5,1350,-10,1621,-16,0,B6,N568JB,927,EWR,MCO,131,937,13,50
2014,4,5,2151,-4,43,-16,0,B6,N623JB,1901,JFK,FLL,143,1069,21,51
2014,4,5,1856,-3,2148,-12,0,B6,N625JB,711,JFK,LAS,305,2248,18,56
2014,4,5,1632,-3,1949,-14,0,B6,N627JB,423,JFK,LAX,334,2475,16,32
2014,4,5,1122,-7,1418,14,0,B6,N629JB,127,EWR,MCO,143,937,11,22
2014,4,5,1845,-10,2124,-17,0,B6,N629JB,527,EWR,MCO,133,937,18,45
2014,4,5,749,-5,1046,7,0,B6,N630JB,653,JFK,PBI,140,1028,7,49
2014,4,5,1527,-4,1836,-14,0,B6,N630JB,1729,JFK,RSW,149,1074,15,27
2014,4,5,2353,-6,322,-17,0,B6,N630JB,839,JFK,BQN,179,1576,23,53
2014,4,5,928,-2,1059,17,0,B6,N187JB,116,JFK,SYR,42,209,9,28
2014,4,5,1343,25,1622,16,0,B6,N187JB,553,JFK,PBI,143,1028,13,43
2014,4,5,2019,-10,2154,-22,0,B6,N187JB,105,JFK,ORD,122,740,20,19
2014,4,5,1657,-3,1759,-15,0,B6,N198JB,2580,EWR,BOS,37,200,16,57
2014,4,5,1926,-4,2225,-10,0,B6,N661JB,225,JFK,TPA,143,1005,19,26
2014,4,5,755,-5,1142,-19,0,B6,N705JB,1289,EWR,SJU,202,1608,7,55
2014,4,5,2209,52,23,28,0,B6,N587JB,1677,JFK,JAX,119,828,22,9
2014,4,5,1646,-4,2028,-23,0,B6,N588JB,803,JFK,SJU,187,1598,16,46
2014,4,5,1205,-10,1508,-9,0,B6,N636JB,1129,JFK,RSW,155,1074,12,5
2014,4,5,1935,-5,2220,-24,0,B6,N636JB,1271,LGA,FLL,145,1076,19,35
2014,4,5,1457,62,1715,73,0,B6,N637JB,1373,JFK,CHS,96,636,14,57
2014,4,5,2133,-2,11,-10,0,B6,N637JB,611,JFK,LAS,312,2248,21,33
2014,4,5,626,-5,909,-7,0,B6,N640JB,353,JFK,PBI,145,1028,6,26
2014,4,5,1730,-5,2102,18,0,B6,N641JB,263,JFK,SEA,336,2422,17,30
2014,4,5,756,-6,1056,8,0,B6,N645JB,1683,JFK,MCO,142,944,7,56
2014,4,5,1508,15,1828,30,0,B6,N645JB,363,JFK,SRQ,164,1041,15,8
2014,4,5,542,1,930,7,0,B6,N903JB,1403,JFK,SJU,199,1598,5,42
2014,4,5,1600,36,1938,8,0,B6,N903JB,703,JFK,SJU,190,1598,16,0
2014,4,5,921,-12,1304,19,0,B6,N618JB,271,LGA,FLL,152,1076,9,21
2014,4,5,1735,-4,2034,-10,0,B6,N618JB,305,EWR,FLL,151,1065,17,35
2014,4,5,1550,-10,1828,-28,0,B6,N715JB,1117,LGA,TPA,139,1010,15,50
2014,4,5,2056,-3,31,19,0,B6,N760JB,1295,JFK,AUS,246,1521,20,56
2014,4,5,834,-4,1116,10,0,B6,N766JB,677,JFK,JAX,121,828,8,34
2014,4,5,1504,9,1751,0,0,B6,N766JB,83,JFK,MCO,129,944,15,4
2014,4,5,2004,-1,2254,-11,0,B6,N775JB,883,JFK,MCO,131,944,20,4
2014,4,5,830,0,1145,24,0,B6,N597JB,1025,JFK,TPA,144,1005,8,30
2014,4,5,1953,-8,2259,-9,0,B6,N598JB,65,JFK,ABQ,267,1826,19,53
2014,4,5,733,-7,1025,-1,0,B6,N646JB,1717,LGA,TPA,149,1010,7,33
2014,4,5,1444,-1,1740,-11,0,B6,N646JB,1171,LGA,FLL,147,1076,14,44
2014,4,5,654,-4,826,-12,0,B6,N652JB,905,JFK,ORD,116,740,6,54
2014,4,5,2109,-5,2344,-15,0,B6,N652JB,2043,EWR,PBI,138,1023,21,9
2014,4,5,557,-3,842,-14,0,B6,N655JB,605,EWR,FLL,143,1065,5,57
2014,4,5,1403,44,1649,30,0,B6,N655JB,1401,JFK,FLL,142,1069,14,3
2014,4,5,2041,16,2304,-4,0,B6,N656JB,97,JFK,DEN,239,1626,20,41
2014,4,5,1908,13,2159,8,0,B6,N658JB,183,JFK,MCO,131,944,19,8
2014,4,5,1859,0,2154,6,0,B6,N706JB,135,JFK,PHX,304,2153,18,59
2014,4,5,849,-10,1123,-25,0,B6,N708JB,27,EWR,MCO,132,937,8,49
2014,4,5,1440,-5,1729,-34,0,DL,N904DL,1337,LGA,RSW,154,1080,14,40
2014,4,5,1044,-1,1403,1,0,DL,N310DE,1343,LGA,EYW,160,1207,10,44
2014,4,5,1953,-12,2232,-33,0,DL,N398DA,1435,LGA,TPA,141,1010,19,53
2014,4,5,1954,-6,2224,-31,0,DL,N953DL,1485,LGA,MCO,133,950,19,54
2014,4,5,854,-6,1110,-16,0,DL,N995AT,1506,EWR,ATL,112,746,8,54
2014,4,5,659,-1,916,-19,0,DL,N557NW,1547,LGA,ATL,113,762,6,59
2014,4,5,1806,6,2052,-1,0,DL,N949DL,1585,LGA,MCO,137,950,18,6
2014,4,5,857,-3,1211,-7,0,DL,N972DL,1642,LGA,FLL,171,1076,8,57
2014,4,5,1056,-4,1317,-19,0,DL,N933DL,1647,LGA,ATL,118,762,10,56
2014,4,5,1400,-5,1653,-21,0,DL,N366NW,1649,LGA,MIA,156,1096,14,0
2014,4,5,1958,-2,2214,-17,0,DL,N3745B,1650,LGA,ATL,118,762,19,58
2014,4,5,1755,-5,2010,-19,0,DL,N373DA,1659,LGA,ATL,113,762,17,55
2014,4,5,1446,-5,1741,-2,0,DL,N981DL,1685,LGA,MCO,132,950,14,46
2014,4,5,1604,-1,1829,-4,0,DL,N345NB,1715,LGA,MSY,188,1183,16,4
2014,4,5,855,-4,1118,-20,0,DL,N370NW,1747,LGA,ATL,115,762,8,55
2014,4,5,1443,-10,1746,-22,0,DL,N910DE,1779,LGA,FLL,152,1076,14,43
2014,4,5,1222,47,1514,40,0,DL,N950DL,1788,LGA,MCO,135,950,12,22
2014,4,5,1428,-7,1627,-14,0,DL,N940DL,1819,LGA,MSP,151,1020,14,28
2014,4,5,956,-4,1226,-12,0,DL,N970DL,1847,LGA,ATL,118,762,9,56
2014,4,5,1928,-7,2214,-29,0,DL,N915DE,1854,LGA,FLL,145,1076,19,28
2014,4,5,1052,-8,1359,-10,0,DL,N949DL,1875,LGA,TPA,148,1010,10,52
2014,4,5,655,-10,940,-35,0,DL,N910DE,1879,LGA,FLL,145,1076,6,55
2014,4,5,908,-2,1213,4,0,DL,N923DL,1885,LGA,MCO,137,950,9,8
2014,4,5,1324,-11,1606,-31,0,DL,N959DL,1902,LGA,PBI,143,1035,13,24
2014,4,5,1047,2,1347,-7,0,DL,N302NB,1903,LGA,SRQ,156,1047,10,47
2014,4,5,600,-5,755,-8,0,DL,N680DA,1919,LGA,MSP,147,1020,6,0
2014,4,5,1556,-4,1832,-30,0,DL,N315NB,1935,LGA,TPA,140,1010,15,56
2014,4,5,1545,5,1802,4,0,DL,N892AT,1942,EWR,ATL,110,746,15,45
2014,4,5,1153,-6,1425,-13,0,DL,N926DL,1947,LGA,ATL,117,762,11,53
2014,4,5,1540,-5,1833,-34,0,DL,N921DL,1982,LGA,MIA,151,1096,15,40
2014,4,5,2022,22,2349,-5,0,DL,N3748Y,2001,JFK,SJU,183,1598,20,22
2014,4,5,702,-3,954,-24,0,DL,N981DL,2003,LGA,MIA,152,1096,7,2
2014,4,5,1831,1,2016,-21,0,DL,N359NB,2019,LGA,MSP,151,1020,18,31
2014,4,5,1815,-5,2122,16,0,DL,N384DA,2031,JFK,LAS,305,2248,18,15
2014,4,5,1700,15,1924,22,0,DL,N364NB,2042,EWR,ATL,114,746,17,0
2014,4,5,1828,-7,2103,9,0,DL,N908DL,2056,JFK,MSP,160,1029,18,28
2014,4,5,1558,-7,1914,-9,0,DL,N3744F,2065,JFK,FLL,148,1069,15,58
2014,4,5,823,8,1132,8,0,DL,N912DL,2082,JFK,FLL,152,1069,8,23
2014,4,5,1132,2,1436,-16,0,DL,N3745B,2098,LGA,MIA,147,1096,11,32
2014,4,5,1842,-2,2153,-2,0,DL,N388DA,2099,JFK,SAN,326,2446,18,42
2014,4,5,802,-3,1108,-12,0,DL,N921DL,2104,LGA,RSW,163,1080,8,2
2014,4,5,827,-3,1019,-20,0,DL,N358NW,2119,LGA,MSP,153,1020,8,27
2014,4,5,854,-6,1034,-32,0,DL,N359NB,181,LGA,DTW,83,502,8,54
2014,4,5,1656,-4,1909,-27,0,DL,N682DA,221,LGA,ATL,113,762,16,56
2014,4,5,1035,-1,1315,6,0,DL,N376DA,406,JFK,LAS,316,2248,10,35
2014,4,5,1924,15,2200,20,0,DL,N3731T,407,JFK,DEN,232,1626,19,24
2014,4,5,1613,-2,1929,-27,0,DL,N702TW,415,JFK,SFO,346,2586,16,13
2014,4,5,1656,-4,2057,32,0,DL,N187DN,417,JFK,LAX,337,2475,16,56
2014,4,5,608,-7,822,-15,0,DL,N386DA,421,JFK,ATL,110,760,6,8
